,micrograph,created_at,_rlnCtfFigureOfMerit #11,_rlnDefocusAngle #5,_rlnCtfMaxResolution #12,motioncor_aligned_no_DW,gctf_ctf_fit,motioncor_log,gctf_epa_log,Defocus_U,_rlnDetectorPixelSize #10,Defocus_V,_rlnVoltage #6,Resolution,_rlnDefocusU #3,_rlnSphericalAberration #7,_rlnPhaseShift #13,_rlnMagnification #9,Angle,_rlnAmplitudeContrast #8,_rlnCtfImage #2,_rlnMicrographName #1,gctf_log,_rlnDefocusV #4,motioncor_aligned_DW,Defocus,delta_Defocus
96,20S_358_Mar29_05.10.00,2017-12-15 15:08:45.387954,0.012666,80.411026,3.0961369999999997,motioncor/20S_358_Mar29_05.10.00.mrc,gctf/20S_358_Mar29_05.10.00.ctf,motioncor/20S_358_Mar29_05.10.00_DriftCorr.log,gctf/20S_358_Mar29_05.10.00_EPA.log,2.83387,1.06,2.8579,300.0,3.168402,2833.874268,2.62,132.297775,10000.0,80.41,0.1,/home/viktor/Downloads/input/20S_358_Mar29_05.10.00/20S_358_Mar29_05.10.00.ctf:mrc,/home/viktor/Downloads/input/20S_358_Mar29_05.10.00/20S_358_Mar29_05.10.00.mrc,gctf/20S_358_Mar29_05.10.00_gctf.log,2857.89917,motioncor/20S_358_Mar29_05.10.00_DW.mrc,2.845885,-0.02402999999999977
97,20S_356_Mar29_05.05.29,2017-12-15 15:09:15.907727,0.020784999999999998,40.514061,2.686382,motioncor/20S_356_Mar29_05.05.29.mrc,gctf/20S_356_Mar29_05.05.29.ctf,motioncor/20S_356_Mar29_05.05.29_DriftCorr.log,gctf/20S_356_Mar29_05.05.29_EPA.log,3.2984199999999997,1.06,3.3841099999999997,300.0,3.091729,3298.424561,2.62,132.129669,10000.0,40.51,0.1,/home/viktor/Downloads/input/20S_356_Mar29_05.05.29/20S_356_Mar29_05.05.29.ctf:mrc,/home/viktor/Downloads/input/20S_356_Mar29_05.05.29/20S_356_Mar29_05.05.29.mrc,gctf/20S_356_Mar29_05.05.29_gctf.log,3384.1076659999994,motioncor/20S_356_Mar29_05.05.29_DW.mrc,3.3412650000000004,-0.08569000000000004
98,20S_355_Mar29_05.03.23,2017-12-15 15:09:46.349455,0.023135,47.262482,3.065547,motioncor/20S_355_Mar29_05.03.23.mrc,gctf/20S_355_Mar29_05.03.23.ctf,motioncor/20S_355_Mar29_05.03.23_DriftCorr.log,gctf/20S_355_Mar29_05.03.23_EPA.log,3.7839400000000003,1.06,3.8157,300.0,3.201091,3783.94458,2.62,131.75436399999998,10000.0,47.26,0.1,/home/viktor/Downloads/input/20S_355_Mar29_05.03.23/20S_355_Mar29_05.03.23.ctf:mrc,/home/viktor/Downloads/input/20S_355_Mar29_05.03.23/20S_355_Mar29_05.03.23.mrc,gctf/20S_355_Mar29_05.03.23_gctf.log,3815.701904,motioncor/20S_355_Mar29_05.03.23_DW.mrc,3.79982,-0.03175999999999979
99,20S_354_Mar29_05.00.51,2017-12-15 15:10:16.852308,0.025349,47.296692,3.004066,motioncor/20S_354_Mar29_05.00.51.mrc,gctf/20S_354_Mar29_05.00.51.ctf,motioncor/20S_354_Mar29_05.00.51_DriftCorr.log,gctf/20S_354_Mar29_05.00.51_EPA.log,4.0805500000000015,1.06,4.1284600000000005,300.0,3.3804510000000003,4080.546631,2.62,129.347534,10000.0,47.3,0.1,/home/viktor/Downloads/input/20S_354_Mar29_05.00.51/20S_354_Mar29_05.00.51.ctf:mrc,/home/viktor/Downloads/input/20S_354_Mar29_05.00.51/20S_354_Mar29_05.00.51.mrc,gctf/20S_354_Mar29_05.00.51_gctf.log,4128.456543,motioncor/20S_354_Mar29_05.00.51_DW.mrc,4.1045050000000005,-0.0479099999999999
100,20S_353_Mar29_04.58.35,2017-12-15 15:10:47.358855,0.017408,43.299271000000005,2.704782,motioncor/20S_353_Mar29_04.58.35.mrc,gctf/20S_353_Mar29_04.58.35.ctf,motioncor/20S_353_Mar29_04.58.35_DriftCorr.log,gctf/20S_353_Mar29_04.58.35_EPA.log,3.12345,1.06,3.2740400000000003,300.0,3.004066,3123.4526370000003,2.62,120.274651,10000.0,43.3,0.1,/home/viktor/Downloads/input/20S_353_Mar29_04.58.35/20S_353_Mar29_04.58.35.ctf:mrc,/home/viktor/Downloads/input/20S_353_Mar29_04.58.35/20S_353_Mar29_04.58.35.mrc,gctf/20S_353_Mar29_04.58.35_gctf.log,3274.036621,motioncor/20S_353_Mar29_04.58.35_DW.mrc,3.198745,-0.15059000000000022
101,20S_352_Mar29_04.56.27,2017-12-15 15:11:17.820787,0.007076000000000001,46.308182,3.129596,motioncor/20S_352_Mar29_04.56.27.mrc,gctf/20S_352_Mar29_04.56.27.ctf,motioncor/20S_352_Mar29_04.56.27_DriftCorr.log,gctf/20S_352_Mar29_04.56.27_EPA.log,2.51762,1.06,2.65668,300.0,3.248975,2517.6171879999997,2.62,131.493683,10000.0,46.31,0.1,/home/viktor/Downloads/input/20S_352_Mar29_04.56.27/20S_352_Mar29_04.56.27.ctf:mrc,/home/viktor/Downloads/input/20S_352_Mar29_04.56.27/20S_352_Mar29_04.56.27.mrc,gctf/20S_352_Mar29_04.56.27_gctf.log,2656.68457,motioncor/20S_352_Mar29_04.56.27_DW.mrc,2.58715,-0.13905999999999974
102,20S_351_Mar29_04.54.02,2017-12-15 15:11:48.289191,0.018769,48.366688,2.489329,motioncor/20S_351_Mar29_04.54.02.mrc,gctf/20S_351_Mar29_04.54.02.ctf,motioncor/20S_351_Mar29_04.54.02_DriftCorr.log,gctf/20S_351_Mar29_04.54.02_EPA.log,3.63622,1.06,3.72004,300.0,2.909497,3636.2236329999996,2.62,126.772659,10000.0,48.37,0.1,/home/viktor/Downloads/input/20S_351_Mar29_04.54.02/20S_351_Mar29_04.54.02.ctf:mrc,/home/viktor/Downloads/input/20S_351_Mar29_04.54.02/20S_351_Mar29_04.54.02.mrc,gctf/20S_351_Mar29_04.54.02_gctf.log,3720.0419920000004,motioncor/20S_351_Mar29_04.54.02_DW.mrc,3.6781300000000003,-0.08382000000000023
103,20S_350_Mar29_04.51.37,2017-12-15 15:12:18.803904,0.021228,48.22081,2.309346,motioncor/20S_350_Mar29_04.51.37.mrc,gctf/20S_350_Mar29_04.51.37.ctf,motioncor/20S_350_Mar29_04.51.37_DriftCorr.log,gctf/20S_350_Mar29_04.51.37_EPA.log,4.05727,1.06,4.14388,300.0,3.224855,4057.269775,2.62,125.60108899999999,10000.0,48.22,0.1,/home/viktor/Downloads/input/20S_350_Mar29_04.51.37/20S_350_Mar29_04.51.37.ctf:mrc,/home/viktor/Downloads/input/20S_350_Mar29_04.51.37/20S_350_Mar29_04.51.37.mrc,gctf/20S_350_Mar29_04.51.37_gctf.log,4143.875,motioncor/20S_350_Mar29_04.51.37_DW.mrc,4.100575,-0.0866100000000003
104,20S_349_Mar29_04.49.12,2017-12-15 15:12:49.269479,0.026006,48.867577000000004,2.689709,motioncor/20S_349_Mar29_04.49.12.mrc,gctf/20S_349_Mar29_04.49.12.ctf,motioncor/20S_349_Mar29_04.49.12_DriftCorr.log,gctf/20S_349_Mar29_04.49.12_EPA.log,4.63857,1.06,4.73044,300.0,3.227251,4638.57373,2.62,121.939079,10000.0,48.87,0.1,/home/viktor/Downloads/input/20S_349_Mar29_04.49.12/20S_349_Mar29_04.49.12.ctf:mrc,/home/viktor/Downloads/input/20S_349_Mar29_04.49.12/20S_349_Mar29_04.49.12.mrc,gctf/20S_349_Mar29_04.49.12_gctf.log,4730.443848,motioncor/20S_349_Mar29_04.49.12_DW.mrc,4.684504999999999,-0.09187000000000012
105,20S_348_Mar29_04.46.46,2017-12-15 15:13:20.036804,0.044696,50.204941,2.915356,motioncor/20S_348_Mar29_04.46.46.mrc,gctf/20S_348_Mar29_04.46.46.ctf,motioncor/20S_348_Mar29_04.46.46_DriftCorr.log,gctf/20S_348_Mar29_04.46.46_EPA.log,5.26842,1.06,5.35994,300.0,3.256282,5268.422852000001,2.62,116.59243799999999,10000.0,50.2,0.1,/home/viktor/Downloads/input/20S_348_Mar29_04.46.46/20S_348_Mar29_04.46.46.ctf:mrc,/home/viktor/Downloads/input/20S_348_Mar29_04.46.46/20S_348_Mar29_04.46.46.mrc,gctf/20S_348_Mar29_04.46.46_gctf.log,5359.938477000001,motioncor/20S_348_Mar29_04.46.46_DW.mrc,5.31418,-0.09152000000000003
106,20S_347_Mar29_04.44.21,2017-12-15 15:13:51.042877,0.047338,39.489548,2.7934919999999996,motioncor/20S_347_Mar29_04.44.21.mrc,gctf/20S_347_Mar29_04.44.21.ctf,motioncor/20S_347_Mar29_04.44.21_DriftCorr.log,gctf/20S_347_Mar29_04.44.21_EPA.log,5.42047,1.06,5.55724,300.0,2.915356,5420.46875,2.62,109.88513200000001,10000.0,39.49,0.1,/home/viktor/Downloads/input/20S_347_Mar29_04.44.21/20S_347_Mar29_04.44.21.ctf:mrc,/home/viktor/Downloads/input/20S_347_Mar29_04.44.21/20S_347_Mar29_04.44.21.mrc,gctf/20S_347_Mar29_04.44.21_gctf.log,5557.236328,motioncor/20S_347_Mar29_04.44.21_DW.mrc,5.488854999999999,-0.13677000000000028
107,20S_346_Mar29_04.41.57,2017-12-15 15:14:21.971748,0.032316000000000004,51.206181,2.818871,motioncor/20S_346_Mar29_04.41.57.mrc,gctf/20S_346_Mar29_04.41.57.ctf,motioncor/20S_346_Mar29_04.41.57_DriftCorr.log,gctf/20S_346_Mar29_04.41.57_EPA.log,5.09891,1.06,5.18809,300.0,2.917314,5098.913086,2.62,117.065063,10000.0,51.21,0.1,/home/viktor/Downloads/input/20S_346_Mar29_04.41.57/20S_346_Mar29_04.41.57.ctf:mrc,/home/viktor/Downloads/input/20S_346_Mar29_04.41.57/20S_346_Mar29_04.41.57.mrc,gctf/20S_346_Mar29_04.41.57_gctf.log,5188.091797,motioncor/20S_346_Mar29_04.41.57_DW.mrc,5.1435,-0.08917999999999981
108,20S_345_Mar29_04.39.32,2017-12-15 15:14:52.861895,0.033677,40.634262,2.3646599999999998,motioncor/20S_345_Mar29_04.39.32.mrc,gctf/20S_345_Mar29_04.39.32.ctf,motioncor/20S_345_Mar29_04.39.32_DriftCorr.log,gctf/20S_345_Mar29_04.39.32_EPA.log,4.6996,1.06,4.78193,300.0,2.758019,4699.603515999999,2.62,111.291992,10000.0,40.63,0.1,/home/viktor/Downloads/input/20S_345_Mar29_04.39.32/20S_345_Mar29_04.39.32.ctf:mrc,/home/viktor/Downloads/input/20S_345_Mar29_04.39.32/20S_345_Mar29_04.39.32.mrc,gctf/20S_345_Mar29_04.39.32_gctf.log,4781.925781,motioncor/20S_345_Mar29_04.39.32_DW.mrc,4.7407650000000015,-0.08232999999999979
109,20S_344_Mar29_04.37.07,2017-12-15 15:15:23.327114,0.029922000000000004,67.549759,2.473736,motioncor/20S_344_Mar29_04.37.07.mrc,gctf/20S_344_Mar29_04.37.07.ctf,motioncor/20S_344_Mar29_04.37.07_DriftCorr.log,gctf/20S_344_Mar29_04.37.07_EPA.log,4.21611,1.06,4.30118,300.0,3.061226,4216.114258,2.62,106.180939,10000.0,67.55,0.1,/home/viktor/Downloads/input/20S_344_Mar29_04.37.07/20S_344_Mar29_04.37.07.ctf:mrc,/home/viktor/Downloads/input/20S_344_Mar29_04.37.07/20S_344_Mar29_04.37.07.mrc,gctf/20S_344_Mar29_04.37.07_gctf.log,4301.178711,motioncor/20S_344_Mar29_04.37.07_DW.mrc,4.2586450000000005,-0.08507000000000088
110,20S_343_Mar29_04.35.01,2017-12-15 15:15:53.786772,0.0235,54.625698,2.528452,motioncor/20S_343_Mar29_04.35.01.mrc,gctf/20S_343_Mar29_04.35.01.ctf,motioncor/20S_343_Mar29_04.35.01_DriftCorr.log,gctf/20S_343_Mar29_04.35.01_EPA.log,3.7186,1.06,3.80884,300.0,2.789904,3718.5979,2.62,101.224304,10000.0,54.63,0.1,/home/viktor/Downloads/input/20S_343_Mar29_04.35.01/20S_343_Mar29_04.35.01.ctf:mrc,/home/viktor/Downloads/input/20S_343_Mar29_04.35.01/20S_343_Mar29_04.35.01.mrc,gctf/20S_343_Mar29_04.35.01_gctf.log,3808.8405759999996,motioncor/20S_343_Mar29_04.35.01_DW.mrc,3.7637199999999997,-0.0902400000000001
111,20S_342_Mar29_04.32.55,2017-12-15 15:16:24.252922,0.019448,53.526562,2.648707,motioncor/20S_342_Mar29_04.32.55.mrc,gctf/20S_342_Mar29_04.32.55.ctf,motioncor/20S_342_Mar29_04.32.55_DriftCorr.log,gctf/20S_342_Mar29_04.32.55_EPA.log,3.23253,1.06,3.3232,300.0,2.9134,3232.534668,2.62,114.440552,10000.0,53.53,0.1,/home/viktor/Downloads/input/20S_342_Mar29_04.32.55/20S_342_Mar29_04.32.55.ctf:mrc,/home/viktor/Downloads/input/20S_342_Mar29_04.32.55/20S_342_Mar29_04.32.55.mrc,gctf/20S_342_Mar29_04.32.55_gctf.log,3323.20166,motioncor/20S_342_Mar29_04.32.55_DW.mrc,3.2778650000000003,-0.0906699999999998
112,20S_341_Mar29_04.30.49,2017-12-15 15:16:54.769267,0.012505,58.569351,2.888218,motioncor/20S_341_Mar29_04.30.49.mrc,gctf/20S_341_Mar29_04.30.49.ctf,motioncor/20S_341_Mar29_04.30.49_DriftCorr.log,gctf/20S_341_Mar29_04.30.49_EPA.log,2.7786500000000003,1.06,2.87815,300.0,3.326095,2778.650879,2.62,111.03891000000002,10000.0,58.57,0.1,/home/viktor/Downloads/input/20S_341_Mar29_04.30.49/20S_341_Mar29_04.30.49.ctf:mrc,/home/viktor/Downloads/input/20S_341_Mar29_04.30.49/20S_341_Mar29_04.30.49.mrc,gctf/20S_341_Mar29_04.30.49_gctf.log,2878.149902,motioncor/20S_341_Mar29_04.30.49_DW.mrc,2.8284,-0.09949999999999992
113,20S_340_Mar29_04.28.43,2017-12-15 15:17:25.215649,0.005351,63.671516000000004,2.742348,motioncor/20S_340_Mar29_04.28.43.mrc,gctf/20S_340_Mar29_04.28.43.ctf,motioncor/20S_340_Mar29_04.28.43_DriftCorr.log,gctf/20S_340_Mar29_04.28.43_EPA.log,2.1861099999999998,1.06,2.26063,300.0,12.701404,2186.110352,2.62,110.18726299999999,10000.0,63.67,0.1,/home/viktor/Downloads/input/20S_340_Mar29_04.28.43/20S_340_Mar29_04.28.43.ctf:mrc,/home/viktor/Downloads/input/20S_340_Mar29_04.28.43/20S_340_Mar29_04.28.43.mrc,gctf/20S_340_Mar29_04.28.43_gctf.log,2260.630371,motioncor/20S_340_Mar29_04.28.43_DW.mrc,2.22337,-0.0745199999999997
114,20S_339_Mar29_04.26.37,2017-12-15 15:17:55.714613,0.005227000000000001,11.334688,3.4016290000000002,motioncor/20S_339_Mar29_04.26.37.mrc,gctf/20S_339_Mar29_04.26.37.ctf,motioncor/20S_339_Mar29_04.26.37_DriftCorr.log,gctf/20S_339_Mar29_04.26.37_EPA.log,2.45793,1.06,2.37664,300.0,3.5144660000000005,2457.934814,2.62,122.169868,10000.0,11.33,0.1,/home/viktor/Downloads/input/20S_339_Mar29_04.26.37/20S_339_Mar29_04.26.37.ctf:mrc,/home/viktor/Downloads/input/20S_339_Mar29_04.26.37/20S_339_Mar29_04.26.37.mrc,gctf/20S_339_Mar29_04.26.37_gctf.log,2376.642334,motioncor/20S_339_Mar29_04.26.37_DW.mrc,2.417285,0.08128999999999964
115,20S_337_Mar29_04.22.06,2017-12-15 15:18:26.160505,0.011306,50.442593,2.445878,motioncor/20S_337_Mar29_04.22.06.mrc,gctf/20S_337_Mar29_04.22.06.ctf,motioncor/20S_337_Mar29_04.22.06_DriftCorr.log,gctf/20S_337_Mar29_04.22.06_EPA.log,2.53275,1.06,2.6238799999999998,300.0,12.554566,2532.745361,2.62,102.555931,10000.0,50.44,0.1,/home/viktor/Downloads/input/20S_337_Mar29_04.22.06/20S_337_Mar29_04.22.06.ctf:mrc,/home/viktor/Downloads/input/20S_337_Mar29_04.22.06/20S_337_Mar29_04.22.06.mrc,gctf/20S_337_Mar29_04.22.06_gctf.log,2623.87915,motioncor/20S_337_Mar29_04.22.06_DW.mrc,2.5783150000000004,-0.09113000000000017
116,20S_336_Mar29_04.19.59,2017-12-15 15:18:56.664116,0.0075769999999999995,45.611228999999994,2.829889,motioncor/20S_336_Mar29_04.19.59.mrc,gctf/20S_336_Mar29_04.19.59.ctf,motioncor/20S_336_Mar29_04.19.59_DriftCorr.log,gctf/20S_336_Mar29_04.19.59_EPA.log,2.37233,1.06,2.4368000000000003,300.0,12.518386,2372.325928,2.62,87.534828,10000.0,45.61,0.1,/home/viktor/Downloads/input/20S_336_Mar29_04.19.59/20S_336_Mar29_04.19.59.ctf:mrc,/home/viktor/Downloads/input/20S_336_Mar29_04.19.59/20S_336_Mar29_04.19.59.mrc,gctf/20S_336_Mar29_04.19.59_gctf.log,2436.800049,motioncor/20S_336_Mar29_04.19.59_DW.mrc,2.4045650000000003,-0.06447000000000047
117,20S_335_Mar29_04.17.53,2017-12-15 15:19:27.143940,0.009796,46.211578,2.7217290000000003,motioncor/20S_335_Mar29_04.17.53.mrc,gctf/20S_335_Mar29_04.17.53.ctf,motioncor/20S_335_Mar29_04.17.53_DriftCorr.log,gctf/20S_335_Mar29_04.17.53_EPA.log,2.4927799999999998,1.06,2.5827299999999997,300.0,12.446648,2492.783691,2.62,88.29890400000001,10000.0,46.21,0.1,/home/viktor/Downloads/input/20S_335_Mar29_04.17.53/20S_335_Mar29_04.17.53.ctf:mrc,/home/viktor/Downloads/input/20S_335_Mar29_04.17.53/20S_335_Mar29_04.17.53.mrc,gctf/20S_335_Mar29_04.17.53_gctf.log,2582.729004,motioncor/20S_335_Mar29_04.17.53_DW.mrc,2.5377549999999998,-0.08994999999999997
118,20S_333_Mar29_04.13.28,2017-12-15 15:19:58.057638,0.0018960000000000001,14.202734,6.1354239999999995,motioncor/20S_333_Mar29_04.13.28.mrc,gctf/20S_333_Mar29_04.13.28.ctf,motioncor/20S_333_Mar29_04.13.28_DriftCorr.log,gctf/20S_333_Mar29_04.13.28_EPA.log,2.00464,1.06,2.27488,300.0,12.73865,2004.6420899999998,2.62,77.81519300000001,10000.0,14.2,0.1,/home/viktor/Downloads/input/20S_333_Mar29_04.13.28/20S_333_Mar29_04.13.28.ctf:mrc,/home/viktor/Downloads/input/20S_333_Mar29_04.13.28/20S_333_Mar29_04.13.28.mrc,gctf/20S_333_Mar29_04.13.28_gctf.log,2274.879395,motioncor/20S_333_Mar29_04.13.28_DW.mrc,2.1397600000000003,-0.2702399999999998
119,20S_332_Mar29_04.11.03,2017-12-15 15:20:29.052128,0.012787,44.334373,2.661691,motioncor/20S_332_Mar29_04.11.03.mrc,gctf/20S_332_Mar29_04.11.03.ctf,motioncor/20S_332_Mar29_04.11.03_DriftCorr.log,gctf/20S_332_Mar29_04.11.03_EPA.log,3.1661099999999998,1.06,3.2884800000000003,300.0,2.701418,3166.110596,2.62,65.380707,10000.0,44.33,0.1,/home/viktor/Downloads/input/20S_332_Mar29_04.11.03/20S_332_Mar29_04.11.03.ctf:mrc,/home/viktor/Downloads/input/20S_332_Mar29_04.11.03/20S_332_Mar29_04.11.03.mrc,gctf/20S_332_Mar29_04.11.03_gctf.log,3288.476318,motioncor/20S_332_Mar29_04.11.03_DW.mrc,3.227295,-0.12236999999999965
120,20S_330_Mar29_04.06.12,2017-12-15 15:20:59.514660,0.021248,50.394009000000004,2.309346,motioncor/20S_330_Mar29_04.06.12.mrc,gctf/20S_330_Mar29_04.06.12.ctf,motioncor/20S_330_Mar29_04.06.12_DriftCorr.log,gctf/20S_330_Mar29_04.06.12_EPA.log,4.18342,1.06,4.29504,300.0,2.876742,4183.417969,2.62,46.840340000000005,10000.0,50.39,0.1,/home/viktor/Downloads/input/20S_330_Mar29_04.06.12/20S_330_Mar29_04.06.12.ctf:mrc,/home/viktor/Downloads/input/20S_330_Mar29_04.06.12/20S_330_Mar29_04.06.12.mrc,gctf/20S_330_Mar29_04.06.12_gctf.log,4295.041992,motioncor/20S_330_Mar29_04.06.12_DW.mrc,4.239229999999999,-0.11162000000000027
121,20S_329_Mar29_04.03.48,2017-12-15 15:21:29.976669,0.0267,52.443160999999996,2.673157,motioncor/20S_329_Mar29_04.03.48.mrc,gctf/20S_329_Mar29_04.03.48.ctf,motioncor/20S_329_Mar29_04.03.48_DriftCorr.log,gctf/20S_329_Mar29_04.03.48_EPA.log,4.6027200000000015,1.06,4.7161,300.0,3.016583,4602.718261999999,2.62,32.231449,10000.0,52.44,0.1,/home/viktor/Downloads/input/20S_329_Mar29_04.03.48/20S_329_Mar29_04.03.48.ctf:mrc,/home/viktor/Downloads/input/20S_329_Mar29_04.03.48/20S_329_Mar29_04.03.48.mrc,gctf/20S_329_Mar29_04.03.48_gctf.log,4716.100098,motioncor/20S_329_Mar29_04.03.48_DW.mrc,4.65941,-0.11337999999999936
122,20S_328_Mar29_04.01.23,2017-12-15 15:22:00.456781,0.043119,18.025391,2.737164,motioncor/20S_328_Mar29_04.01.23.mrc,gctf/20S_328_Mar29_04.01.23.ctf,motioncor/20S_328_Mar29_04.01.23_DriftCorr.log,gctf/20S_328_Mar29_04.01.23_EPA.log,5.05213,1.06,4.96315,300.0,3.186999,5052.128418,2.62,129.620377,10000.0,18.03,0.1,/home/viktor/Downloads/input/20S_328_Mar29_04.01.23/20S_328_Mar29_04.01.23.ctf:mrc,/home/viktor/Downloads/input/20S_328_Mar29_04.01.23/20S_328_Mar29_04.01.23.mrc,gctf/20S_328_Mar29_04.01.23_gctf.log,4963.148926,motioncor/20S_328_Mar29_04.01.23_DW.mrc,5.0076399999999985,0.08898000000000028
123,20S_327_Mar29_03.58.58,2017-12-15 15:22:30.927337,0.045048000000000005,20.675913,3.10721,motioncor/20S_327_Mar29_03.58.58.mrc,gctf/20S_327_Mar29_03.58.58.ctf,motioncor/20S_327_Mar29_03.58.58_DriftCorr.log,gctf/20S_327_Mar29_03.58.58_EPA.log,5.1433,1.06,5.063560000000002,300.0,3.239284,5143.304199,2.62,149.581757,10000.0,20.68,0.1,/home/viktor/Downloads/input/20S_327_Mar29_03.58.58/20S_327_Mar29_03.58.58.ctf:mrc,/home/viktor/Downloads/input/20S_327_Mar29_03.58.58/20S_327_Mar29_03.58.58.mrc,gctf/20S_327_Mar29_03.58.58_gctf.log,5063.560059,motioncor/20S_327_Mar29_03.58.58_DW.mrc,5.10343,0.07973999999999926
124,20S_326_Mar29_03.56.32,2017-12-15 15:23:01.391867,0.033379,12.819411,2.6215330000000003,motioncor/20S_326_Mar29_03.56.32.mrc,gctf/20S_326_Mar29_03.56.32.ctf,motioncor/20S_326_Mar29_03.56.32_DriftCorr.log,gctf/20S_326_Mar29_03.56.32_EPA.log,5.0726499999999985,1.06,4.97325,300.0,3.275928,5072.647461,2.62,147.11721799999998,10000.0,12.82,0.1,/home/viktor/Downloads/input/20S_326_Mar29_03.56.32/20S_326_Mar29_03.56.32.ctf:mrc,/home/viktor/Downloads/input/20S_326_Mar29_03.56.32/20S_326_Mar29_03.56.32.mrc,gctf/20S_326_Mar29_03.56.32_gctf.log,4973.249022999999,motioncor/20S_326_Mar29_03.56.32_DW.mrc,5.02295,0.09939999999999928
125,20S_325_Mar29_03.54.08,2017-12-15 15:23:31.864507,0.033325,23.026885999999998,2.871037,motioncor/20S_325_Mar29_03.54.08.mrc,gctf/20S_325_Mar29_03.54.08.ctf,motioncor/20S_325_Mar29_03.54.08_DriftCorr.log,gctf/20S_325_Mar29_03.54.08_EPA.log,4.73557,1.06,4.61954,300.0,3.224855,4735.57373,2.62,119.40619699999999,10000.0,23.03,0.1,/home/viktor/Downloads/input/20S_325_Mar29_03.54.08/20S_325_Mar29_03.54.08.ctf:mrc,/home/viktor/Downloads/input/20S_325_Mar29_03.54.08/20S_325_Mar29_03.54.08.mrc,gctf/20S_325_Mar29_03.54.08_gctf.log,4619.543457,motioncor/20S_325_Mar29_03.54.08_DW.mrc,4.677555,0.1160300000000003
126,20S_324_Mar29_03.51.43,2017-12-15 15:24:02.328119,0.031037000000000002,17.140358,2.8767419999999997,motioncor/20S_324_Mar29_03.51.43.mrc,gctf/20S_324_Mar29_03.51.43.ctf,motioncor/20S_324_Mar29_03.51.43_DriftCorr.log,gctf/20S_324_Mar29_03.51.43_EPA.log,4.34581,1.06,4.22475,300.0,3.129596,4345.809082,2.62,132.309723,10000.0,17.14,0.1,/home/viktor/Downloads/input/20S_324_Mar29_03.51.43/20S_324_Mar29_03.51.43.ctf:mrc,/home/viktor/Downloads/input/20S_324_Mar29_03.51.43/20S_324_Mar29_03.51.43.mrc,gctf/20S_324_Mar29_03.51.43_gctf.log,4224.746582,motioncor/20S_324_Mar29_03.51.43_DW.mrc,4.285280000000001,0.12105999999999995
127,20S_323_Mar29_03.49.37,2017-12-15 15:24:32.771640,0.022833000000000003,20.012939000000003,2.901723,motioncor/20S_323_Mar29_03.49.37.mrc,gctf/20S_323_Mar29_03.49.37.ctf,motioncor/20S_323_Mar29_03.49.37_DriftCorr.log,gctf/20S_323_Mar29_03.49.37_EPA.log,3.6396300000000004,1.06,3.52037,300.0,3.006145,3639.62915,2.62,137.075531,10000.0,20.01,0.1,/home/viktor/Downloads/input/20S_323_Mar29_03.49.37/20S_323_Mar29_03.49.37.ctf:mrc,/home/viktor/Downloads/input/20S_323_Mar29_03.49.37/20S_323_Mar29_03.49.37.mrc,gctf/20S_323_Mar29_03.49.37_gctf.log,3520.366455,motioncor/20S_323_Mar29_03.49.37_DW.mrc,3.58,0.11926000000000014
128,20S_322_Mar29_03.47.31,2017-12-15 15:25:03.265662,0.016127000000000002,20.917906,2.822534,motioncor/20S_322_Mar29_03.47.31.mrc,gctf/20S_322_Mar29_03.47.31.ctf,motioncor/20S_322_Mar29_03.47.31_DriftCorr.log,gctf/20S_322_Mar29_03.47.31_EPA.log,3.04687,1.06,2.95425,300.0,2.949002,3046.8701170000004,2.62,131.699478,10000.0,20.92,0.1,/home/viktor/Downloads/input/20S_322_Mar29_03.47.31/20S_322_Mar29_03.47.31.ctf:mrc,/home/viktor/Downloads/input/20S_322_Mar29_03.47.31/20S_322_Mar29_03.47.31.mrc,gctf/20S_322_Mar29_03.47.31_gctf.log,2954.248047,motioncor/20S_322_Mar29_03.47.31_DW.mrc,3.0005599999999997,0.0926199999999997
129,20S_321_Mar29_03.45.25,2017-12-15 15:25:34.191082,0.009769,12.981985,3.147739,motioncor/20S_321_Mar29_03.45.25.mrc,gctf/20S_321_Mar29_03.45.25.ctf,motioncor/20S_321_Mar29_03.45.25_DriftCorr.log,gctf/20S_321_Mar29_03.45.25_EPA.log,2.62341,1.06,2.5394400000000004,300.0,3.258725,2623.407227,2.62,131.34098799999998,10000.0,12.98,0.1,/home/viktor/Downloads/input/20S_321_Mar29_03.45.25/20S_321_Mar29_03.45.25.ctf:mrc,/home/viktor/Downloads/input/20S_321_Mar29_03.45.25/20S_321_Mar29_03.45.25.mrc,gctf/20S_321_Mar29_03.45.25_gctf.log,2539.438965,motioncor/20S_321_Mar29_03.45.25_DW.mrc,2.5814250000000003,0.08396999999999988
