micrograph,created_at,_rlnCtfFigureOfMerit #11,_rlnDefocusAngle #5,_rlnCtfMaxResolution #12,motioncor_aligned_no_DW,gctf_ctf_fit,motioncor_log,gctf_epa_log,Defocus_U,_rlnDetectorPixelSize #10,Defocus_V,_rlnVoltage #6,Phase_shift,Resolution,_rlnDefocusU #3,_rlnSphericalAberration #7,_rlnPhaseShift #13,_rlnMagnification #9,Angle,_rlnAmplitudeContrast #8,_rlnCtfImage #2,_rlnMicrographName #1,gctf_log,_rlnDefocusV #4,motioncor_aligned_DW,Defocus,delta_Defocus
20S_104_Mar28_19.45.33,2017-12-15 17:04:55.975196,0.037795,13.577135,2.561250,motioncor/20S_104_Mar28_19.45.33.mrc,gctf/20S_104_Mar28_19.45.33.ctf,motioncor/20S_104_Mar28_19.45.33_DriftCorr.log,gctf/20S_104_Mar28_19.45.33_EPA.log,5.3135,1.060000,5.20092,300.000000,0.7398333333333332,3.3363129999999996,5313.503418,2.620000,133.168869,10000.000000,13.58,0.100000,/home/viktor/Downloads/input/20S_104_Mar28_19.45.33/20S_104_Mar28_19.45.33.ctf:mrc,/home/viktor/Downloads/input/20S_104_Mar28_19.45.33/20S_104_Mar28_19.45.33.mrc,gctf/20S_104_Mar28_19.45.33_gctf.log,5200.919434,motioncor/20S_104_Mar28_19.45.33_DW.mrc,5.25721,0.11258000000000035
20S_103_Mar28_19.43.31,2017-12-15 17:05:26.457301,0.051338,12.032680,2.961063,motioncor/20S_103_Mar28_19.43.31.mrc,gctf/20S_103_Mar28_19.43.31.ctf,motioncor/20S_103_Mar28_19.43.31_DriftCorr.log,gctf/20S_103_Mar28_19.43.31_EPA.log,5.78455,1.060000,5.57151,300.000000,0.7152777777777778,3.293313,5784.552734,2.620000,128.751251,10000.000000,12.03,0.100000,/home/viktor/Downloads/input/20S_103_Mar28_19.43.31/20S_103_Mar28_19.43.31.ctf:mrc,/home/viktor/Downloads/input/20S_103_Mar28_19.43.31/20S_103_Mar28_19.43.31.mrc,gctf/20S_103_Mar28_19.43.31_gctf.log,5571.507812,motioncor/20S_103_Mar28_19.43.31_DW.mrc,5.678030000000001,0.21304000000000034
20S_102_Mar28_19.41.18,2017-12-15 17:05:56.972039,0.035323,13.214514,2.726855,motioncor/20S_102_Mar28_19.41.18.mrc,gctf/20S_102_Mar28_19.41.18.ctf,motioncor/20S_102_Mar28_19.41.18_DriftCorr.log,gctf/20S_102_Mar28_19.41.18_EPA.log,5.91725,1.060000,5.68746,300.000000,0.6752222222222223,3.06988,5917.250488,2.620000,121.540665,10000.000000,13.21,0.100000,/home/viktor/Downloads/input/20S_102_Mar28_19.41.18/20S_102_Mar28_19.41.18.ctf:mrc,/home/viktor/Downloads/input/20S_102_Mar28_19.41.18/20S_102_Mar28_19.41.18.mrc,gctf/20S_102_Mar28_19.41.18_gctf.log,5687.457520,motioncor/20S_102_Mar28_19.41.18_DW.mrc,5.8023549999999995,0.22979000000000038
20S_101_Mar28_19.39.16,2017-12-15 17:06:27.579162,0.053831,10.172449,2.454170,motioncor/20S_101_Mar28_19.39.16.mrc,gctf/20S_101_Mar28_19.39.16.ctf,motioncor/20S_101_Mar28_19.39.16_DriftCorr.log,gctf/20S_101_Mar28_19.39.16_EPA.log,5.39595,1.060000,5.199479999999999,300.000000,0.6856666666666666,3.18233,5395.949219,2.620000,123.416641,10000.000000,10.17,0.100000,/home/viktor/Downloads/input/20S_101_Mar28_19.39.16/20S_101_Mar28_19.39.16.ctf:mrc,/home/viktor/Downloads/input/20S_101_Mar28_19.39.16/20S_101_Mar28_19.39.16.mrc,gctf/20S_101_Mar28_19.39.16_gctf.log,5199.482422,motioncor/20S_101_Mar28_19.39.16_DW.mrc,5.297715,0.1964700000000006
20S_100_Mar28_19.37.14,2017-12-15 17:06:58.099164,0.053450,12.358821,2.623116,motioncor/20S_100_Mar28_19.37.14.mrc,gctf/20S_100_Mar28_19.37.14.ctf,motioncor/20S_100_Mar28_19.37.14_DriftCorr.log,gctf/20S_100_Mar28_19.37.14_EPA.log,5.29282,1.060000,5.12345,300.000000,0.7375,3.18233,5292.818848,2.620000,132.754990,10000.000000,12.36,0.100000,/home/viktor/Downloads/input/20S_100_Mar28_19.37.14/20S_100_Mar28_19.37.14.ctf:mrc,/home/viktor/Downloads/input/20S_100_Mar28_19.37.14/20S_100_Mar28_19.37.14.mrc,gctf/20S_100_Mar28_19.37.14_gctf.log,5123.450684,motioncor/20S_100_Mar28_19.37.14_DW.mrc,5.208135,0.1693699999999998
20S_099_Mar28_19.35.12,2017-12-15 17:07:28.647473,0.030826,13.265966,2.588725,motioncor/20S_099_Mar28_19.35.12.mrc,gctf/20S_099_Mar28_19.35.12.ctf,motioncor/20S_099_Mar28_19.35.12_DriftCorr.log,gctf/20S_099_Mar28_19.35.12_EPA.log,5.19966,1.060000,5.01988,300.000000,0.7020555555555555,2.929116,5199.661133,2.620000,126.370422,10000.000000,13.27,0.100000,/home/viktor/Downloads/input/20S_099_Mar28_19.35.12/20S_099_Mar28_19.35.12.ctf:mrc,/home/viktor/Downloads/input/20S_099_Mar28_19.35.12/20S_099_Mar28_19.35.12.mrc,gctf/20S_099_Mar28_19.35.12_gctf.log,5019.878906,motioncor/20S_099_Mar28_19.35.12_DW.mrc,5.10977,0.17978000000000005
20S_098_Mar28_19.33.10,2017-12-15 17:07:59.121348,0.035311,9.935967,2.524044,motioncor/20S_098_Mar28_19.33.10.mrc,gctf/20S_098_Mar28_19.33.10.ctf,motioncor/20S_098_Mar28_19.33.10_DriftCorr.log,gctf/20S_098_Mar28_19.33.10_EPA.log,5.22321,1.060000,5.03242,300.000000,0.6798333333333334,2.811573,5223.208496,2.620000,122.374512,10000.000000,9.94,0.100000,/home/viktor/Downloads/input/20S_098_Mar28_19.33.10/20S_098_Mar28_19.33.10.ctf:mrc,/home/viktor/Downloads/input/20S_098_Mar28_19.33.10/20S_098_Mar28_19.33.10.mrc,gctf/20S_098_Mar28_19.33.10_gctf.log,5032.417480,motioncor/20S_098_Mar28_19.33.10_DW.mrc,5.127815000000001,0.1907899999999998
20S_097_Mar28_19.31.12,2017-12-15 17:08:29.744212,0.035437,10.415899,2.461122,motioncor/20S_097_Mar28_19.31.12.mrc,gctf/20S_097_Mar28_19.31.12.ctf,motioncor/20S_097_Mar28_19.31.12_DriftCorr.log,gctf/20S_097_Mar28_19.31.12_EPA.log,5.34753,1.060000,5.18405,300.000000,0.6829444444444445,3.3134099999999997,5347.532715,2.620000,122.934448,10000.000000,10.42,0.100000,/home/viktor/Downloads/input/20S_097_Mar28_19.31.12/20S_097_Mar28_19.31.12.ctf:mrc,/home/viktor/Downloads/input/20S_097_Mar28_19.31.12/20S_097_Mar28_19.31.12.mrc,gctf/20S_097_Mar28_19.31.12_gctf.log,5184.051270,motioncor/20S_097_Mar28_19.31.12_DW.mrc,5.26579,0.16347999999999985
20S_096_Mar28_19.29.10,2017-12-15 17:09:00.202162,0.036680,9.499153,2.559741,motioncor/20S_096_Mar28_19.29.10.mrc,gctf/20S_096_Mar28_19.29.10.ctf,motioncor/20S_096_Mar28_19.29.10_DriftCorr.log,gctf/20S_096_Mar28_19.29.10_EPA.log,5.54443,1.060000,5.35775,300.000000,0.6653888888888889,3.109434,5544.425781,2.620000,119.768860,10000.000000,9.5,0.100000,/home/viktor/Downloads/input/20S_096_Mar28_19.29.10/20S_096_Mar28_19.29.10.ctf:mrc,/home/viktor/Downloads/input/20S_096_Mar28_19.29.10/20S_096_Mar28_19.29.10.mrc,gctf/20S_096_Mar28_19.29.10_gctf.log,5357.753906,motioncor/20S_096_Mar28_19.29.10_DW.mrc,5.45109,0.18667999999999996
20S_095_Mar28_19.27.09,2017-12-15 17:09:30.715484,0.040571,13.190914,2.549225,motioncor/20S_095_Mar28_19.27.09.mrc,gctf/20S_095_Mar28_19.27.09.ctf,motioncor/20S_095_Mar28_19.27.09_DriftCorr.log,gctf/20S_095_Mar28_19.27.09_EPA.log,5.87559,1.060000,5.70831,300.000000,0.6682777777777779,3.0677119999999998,5875.592773,2.620000,120.290649,10000.000000,13.19,0.100000,/home/viktor/Downloads/input/20S_095_Mar28_19.27.09/20S_095_Mar28_19.27.09.ctf:mrc,/home/viktor/Downloads/input/20S_095_Mar28_19.27.09/20S_095_Mar28_19.27.09.mrc,gctf/20S_095_Mar28_19.27.09_gctf.log,5708.305664,motioncor/20S_095_Mar28_19.27.09_DW.mrc,5.791950000000001,0.16727999999999987
20S_094_Mar28_19.25.07,2017-12-15 17:10:01.172635,0.040870,13.021078,2.756269,motioncor/20S_094_Mar28_19.25.07.mrc,gctf/20S_094_Mar28_19.25.07.ctf,motioncor/20S_094_Mar28_19.25.07_DriftCorr.log,gctf/20S_094_Mar28_19.25.07_EPA.log,5.79092,1.060000,5.61944,300.000000,0.6663333333333333,3.0677119999999998,5790.918457,2.620000,119.940315,10000.000000,13.02,0.100000,/home/viktor/Downloads/input/20S_094_Mar28_19.25.07/20S_094_Mar28_19.25.07.ctf:mrc,/home/viktor/Downloads/input/20S_094_Mar28_19.25.07/20S_094_Mar28_19.25.07.mrc,gctf/20S_094_Mar28_19.25.07_gctf.log,5619.440918,motioncor/20S_094_Mar28_19.25.07_DW.mrc,5.70518,0.17147999999999985
20S_093_Mar28_19.23.05,2017-12-15 17:10:31.686966,0.040299,10.717875,2.537313,motioncor/20S_093_Mar28_19.23.05.mrc,gctf/20S_093_Mar28_19.23.05.ctf,motioncor/20S_093_Mar28_19.23.05_DriftCorr.log,gctf/20S_093_Mar28_19.23.05_EPA.log,5.44853,1.060000,5.2991,300.000000,0.6397222222222223,3.1987330000000003,5448.529785,2.620000,115.150475,10000.000000,10.72,0.100000,/home/viktor/Downloads/input/20S_093_Mar28_19.23.05/20S_093_Mar28_19.23.05.ctf:mrc,/home/viktor/Downloads/input/20S_093_Mar28_19.23.05/20S_093_Mar28_19.23.05.mrc,gctf/20S_093_Mar28_19.23.05_gctf.log,5299.095215,motioncor/20S_093_Mar28_19.23.05_DW.mrc,5.3738150000000005,0.14942999999999973
20S_092_Mar28_19.21.02,2017-12-15 17:11:02.171576,0.035709,5.934057,2.897852,motioncor/20S_092_Mar28_19.21.02.mrc,gctf/20S_092_Mar28_19.21.02.ctf,motioncor/20S_092_Mar28_19.21.02_DriftCorr.log,gctf/20S_092_Mar28_19.21.02_EPA.log,4.8777,1.060000,4.7111,300.000000,0.6788888888888889,2.9772990000000004,4877.700684,2.620000,122.202362,10000.000000,5.93,0.100000,/home/viktor/Downloads/input/20S_092_Mar28_19.21.02/20S_092_Mar28_19.21.02.ctf:mrc,/home/viktor/Downloads/input/20S_092_Mar28_19.21.02/20S_092_Mar28_19.21.02.mrc,gctf/20S_092_Mar28_19.21.02_gctf.log,4711.102051,motioncor/20S_092_Mar28_19.21.02_DW.mrc,4.7943999999999996,0.16659999999999986
20S_091_Mar28_19.19.01,2017-12-15 17:11:32.640225,0.034254,9.787462,2.923203,motioncor/20S_091_Mar28_19.19.01.mrc,gctf/20S_091_Mar28_19.19.01.ctf,motioncor/20S_091_Mar28_19.19.01_DriftCorr.log,gctf/20S_091_Mar28_19.19.01_EPA.log,4.877020000000001,1.060000,4.73922,300.000000,0.6022222222222222,3.14546,4877.015625,2.620000,108.395081,10000.000000,9.79,0.100000,/home/viktor/Downloads/input/20S_091_Mar28_19.19.01/20S_091_Mar28_19.19.01.ctf:mrc,/home/viktor/Downloads/input/20S_091_Mar28_19.19.01/20S_091_Mar28_19.19.01.mrc,gctf/20S_091_Mar28_19.19.01_gctf.log,4739.220703,motioncor/20S_091_Mar28_19.19.01_DW.mrc,4.808120000000001,0.13780000000000037
20S_090_Mar28_19.17.00,2017-12-15 17:12:03.091659,0.033592,4.836266,2.949002,motioncor/20S_090_Mar28_19.17.00.mrc,gctf/20S_090_Mar28_19.17.00.ctf,motioncor/20S_090_Mar28_19.17.00_DriftCorr.log,gctf/20S_090_Mar28_19.17.00_EPA.log,4.90121,1.060000,4.767810000000001,300.000000,0.5690555555555556,3.074225,4901.214844,2.620000,102.427124,10000.000000,4.84,0.100000,/home/viktor/Downloads/input/20S_090_Mar28_19.17.00/20S_090_Mar28_19.17.00.ctf:mrc,/home/viktor/Downloads/input/20S_090_Mar28_19.17.00/20S_090_Mar28_19.17.00.mrc,gctf/20S_090_Mar28_19.17.00_gctf.log,4767.810547,motioncor/20S_090_Mar28_19.17.00_DW.mrc,4.83451,0.13339999999999907
20S_089_Mar28_19.14.58,2017-12-15 17:12:33.558211,0.048112,15.520269,2.693044,motioncor/20S_089_Mar28_19.14.58.mrc,gctf/20S_089_Mar28_19.14.58.ctf,motioncor/20S_089_Mar28_19.14.58_DriftCorr.log,gctf/20S_089_Mar28_19.14.58_EPA.log,5.528689999999999,1.060000,5.3173900000000005,300.000000,0.6085555555555556,3.022881,5528.693848,2.620000,109.539162,10000.000000,15.52,0.100000,/home/viktor/Downloads/input/20S_089_Mar28_19.14.58/20S_089_Mar28_19.14.58.ctf:mrc,/home/viktor/Downloads/input/20S_089_Mar28_19.14.58/20S_089_Mar28_19.14.58.mrc,gctf/20S_089_Mar28_19.14.58_gctf.log,5317.392090,motioncor/20S_089_Mar28_19.14.58_DW.mrc,5.42304,0.2112999999999987
20S_088_Mar28_19.12.45,2017-12-15 17:13:04.020279,0.038104,12.305312,2.890140,motioncor/20S_088_Mar28_19.12.45.mrc,gctf/20S_088_Mar28_19.12.45.ctf,motioncor/20S_088_Mar28_19.12.45_DriftCorr.log,gctf/20S_088_Mar28_19.12.45_EPA.log,6.21136,1.060000,5.9916599999999995,300.000000,0.6208333333333333,3.006145,6211.356445,2.620000,111.745689,10000.000000,12.31,0.100000,/home/viktor/Downloads/input/20S_088_Mar28_19.12.45/20S_088_Mar28_19.12.45.ctf:mrc,/home/viktor/Downloads/input/20S_088_Mar28_19.12.45/20S_088_Mar28_19.12.45.mrc,gctf/20S_088_Mar28_19.12.45_gctf.log,5991.663086,motioncor/20S_088_Mar28_19.12.45_DW.mrc,6.10151,0.21970000000000045
20S_087_Mar28_19.10.43,2017-12-15 17:13:34.456761,0.050588,15.274428,2.735441,motioncor/20S_087_Mar28_19.10.43.mrc,gctf/20S_087_Mar28_19.10.43.ctf,motioncor/20S_087_Mar28_19.10.43_DriftCorr.log,gctf/20S_087_Mar28_19.10.43_EPA.log,5.854220000000001,1.060000,5.6629,300.000000,0.5875555555555556,3.19638,5854.216797,2.620000,105.758636,10000.000000,15.27,0.100000,/home/viktor/Downloads/input/20S_087_Mar28_19.10.43/20S_087_Mar28_19.10.43.ctf:mrc,/home/viktor/Downloads/input/20S_087_Mar28_19.10.43/20S_087_Mar28_19.10.43.mrc,gctf/20S_087_Mar28_19.10.43_gctf.log,5662.899414,motioncor/20S_087_Mar28_19.10.43_DW.mrc,5.758559999999999,0.19132000000000104
20S_086_Mar28_19.08.42,2017-12-15 17:14:04.923444,0.050473,8.756115,2.309346,motioncor/20S_086_Mar28_19.08.42.mrc,gctf/20S_086_Mar28_19.08.42.ctf,motioncor/20S_086_Mar28_19.08.42_DriftCorr.log,gctf/20S_086_Mar28_19.08.42_EPA.log,5.52543,1.060000,5.319529999999999,300.000000,0.5740555555555555,3.270994,5525.432617,2.620000,103.325577,10000.000000,8.76,0.100000,/home/viktor/Downloads/input/20S_086_Mar28_19.08.42/20S_086_Mar28_19.08.42.ctf:mrc,/home/viktor/Downloads/input/20S_086_Mar28_19.08.42/20S_086_Mar28_19.08.42.mrc,gctf/20S_086_Mar28_19.08.42_gctf.log,5319.534180,motioncor/20S_086_Mar28_19.08.42_DW.mrc,5.422479999999999,0.20590000000000064
20S_085_Mar28_19.06.40,2017-12-15 17:14:35.388721,0.034841,15.928148,2.386747,motioncor/20S_085_Mar28_19.06.40.mrc,gctf/20S_085_Mar28_19.06.40.ctf,motioncor/20S_085_Mar28_19.06.40_DriftCorr.log,gctf/20S_085_Mar28_19.06.40_EPA.log,5.4070100000000005,1.060000,5.20851,300.000000,0.5430555555555555,2.5299240000000003,5407.014648,2.620000,97.750160,10000.000000,15.93,0.100000,/home/viktor/Downloads/input/20S_085_Mar28_19.06.40/20S_085_Mar28_19.06.40.ctf:mrc,/home/viktor/Downloads/input/20S_085_Mar28_19.06.40/20S_085_Mar28_19.06.40.mrc,gctf/20S_085_Mar28_19.06.40_gctf.log,5208.510742,motioncor/20S_085_Mar28_19.06.40_DW.mrc,5.30776,0.19850000000000012
20S_084_Mar28_19.04.38,2017-12-15 17:15:05.854975,0.035589,13.743809,2.804312,motioncor/20S_084_Mar28_19.04.38.mrc,gctf/20S_084_Mar28_19.04.38.ctf,motioncor/20S_084_Mar28_19.04.38_DriftCorr.log,gctf/20S_084_Mar28_19.04.38_EPA.log,5.33635,1.060000,5.18477,300.000000,0.5474444444444445,3.100557,5336.345215,2.620000,98.543182,10000.000000,13.74,0.100000,/home/viktor/Downloads/input/20S_084_Mar28_19.04.38/20S_084_Mar28_19.04.38.ctf:mrc,/home/viktor/Downloads/input/20S_084_Mar28_19.04.38/20S_084_Mar28_19.04.38.mrc,gctf/20S_084_Mar28_19.04.38_gctf.log,5184.770020,motioncor/20S_084_Mar28_19.04.38_DW.mrc,5.260560000000001,0.15158000000000005
20S_083_Mar28_19.02.36,2017-12-15 17:15:36.327324,0.038981,12.255466,2.367237,motioncor/20S_083_Mar28_19.02.36.mrc,gctf/20S_083_Mar28_19.02.36.ctf,motioncor/20S_083_Mar28_19.02.36_DriftCorr.log,gctf/20S_083_Mar28_19.02.36_EPA.log,5.45995,1.060000,5.290439999999999,300.000000,0.5366111111111111,3.080766,5459.951172,2.620000,96.593979,10000.000000,12.26,0.100000,/home/viktor/Downloads/input/20S_083_Mar28_19.02.36/20S_083_Mar28_19.02.36.ctf:mrc,/home/viktor/Downloads/input/20S_083_Mar28_19.02.36/20S_083_Mar28_19.02.36.mrc,gctf/20S_083_Mar28_19.02.36_gctf.log,5290.439453,motioncor/20S_083_Mar28_19.02.36_DW.mrc,5.375195,0.16951000000000072
20S_082_Mar28_19.00.34,2017-12-15 17:16:06.793640,0.034320,12.741892,2.732000,motioncor/20S_082_Mar28_19.00.34.mrc,gctf/20S_082_Mar28_19.00.34.ctf,motioncor/20S_082_Mar28_19.00.34_DriftCorr.log,gctf/20S_082_Mar28_19.00.34_EPA.log,5.66374,1.060000,5.47083,300.000000,0.5318333333333334,3.3083620000000002,5663.744141,2.620000,95.729675,10000.000000,12.74,0.100000,/home/viktor/Downloads/input/20S_082_Mar28_19.00.34/20S_082_Mar28_19.00.34.ctf:mrc,/home/viktor/Downloads/input/20S_082_Mar28_19.00.34/20S_082_Mar28_19.00.34.mrc,gctf/20S_082_Mar28_19.00.34_gctf.log,5470.834961,motioncor/20S_082_Mar28_19.00.34_DW.mrc,5.567285,0.19290999999999947
20S_081_Mar28_18.58.32,2017-12-15 17:16:37.267194,0.039299,11.189064,2.846579,motioncor/20S_081_Mar28_18.58.32.mrc,gctf/20S_081_Mar28_18.58.32.ctf,motioncor/20S_081_Mar28_18.58.32_DriftCorr.log,gctf/20S_081_Mar28_18.58.32_EPA.log,5.9341800000000005,1.060000,5.74376,300.000000,0.4701666666666666,2.995779,5934.183594,2.620000,84.633156,10000.000000,11.19,0.100000,/home/viktor/Downloads/input/20S_081_Mar28_18.58.32/20S_081_Mar28_18.58.32.ctf:mrc,/home/viktor/Downloads/input/20S_081_Mar28_18.58.32/20S_081_Mar28_18.58.32.mrc,gctf/20S_081_Mar28_18.58.32_gctf.log,5743.763672,motioncor/20S_081_Mar28_18.58.32_DW.mrc,5.838970000000001,0.19042000000000048
20S_080_Mar28_18.56.30,2017-12-15 17:17:07.788485,0.037057,8.181704,2.598014,motioncor/20S_080_Mar28_18.56.30.mrc,gctf/20S_080_Mar28_18.56.30.ctf,motioncor/20S_080_Mar28_18.56.30_DriftCorr.log,gctf/20S_080_Mar28_18.56.30_EPA.log,5.84378,1.060000,5.63528,300.000000,0.5096666666666666,3.120603,5843.778320,2.620000,91.738625,10000.000000,8.18,0.100000,/home/viktor/Downloads/input/20S_080_Mar28_18.56.30/20S_080_Mar28_18.56.30.ctf:mrc,/home/viktor/Downloads/input/20S_080_Mar28_18.56.30/20S_080_Mar28_18.56.30.mrc,gctf/20S_080_Mar28_18.56.30_gctf.log,5635.281250,motioncor/20S_080_Mar28_18.56.30_DW.mrc,5.739529999999999,0.2084999999999999
20S_079_Mar28_18.54.29,2017-12-15 17:17:38.228973,0.039532,6.846357,2.562761,motioncor/20S_079_Mar28_18.54.29.mrc,gctf/20S_079_Mar28_18.54.29.ctf,motioncor/20S_079_Mar28_18.54.29_DriftCorr.log,gctf/20S_079_Mar28_18.54.29_EPA.log,5.5281199999999995,1.060000,5.3855200000000005,300.000000,0.48827777777777776,3.0677119999999998,5528.115723,2.620000,87.891602,10000.000000,6.85,0.100000,/home/viktor/Downloads/input/20S_079_Mar28_18.54.29/20S_079_Mar28_18.54.29.ctf:mrc,/home/viktor/Downloads/input/20S_079_Mar28_18.54.29/20S_079_Mar28_18.54.29.mrc,gctf/20S_079_Mar28_18.54.29_gctf.log,5385.519043,motioncor/20S_079_Mar28_18.54.29_DW.mrc,5.45682,0.14259999999999895
20S_078_Mar28_18.52.26,2017-12-15 17:18:08.695605,0.030027,8.441715,2.642263,motioncor/20S_078_Mar28_18.52.26.mrc,gctf/20S_078_Mar28_18.52.26.ctf,motioncor/20S_078_Mar28_18.52.26_DriftCorr.log,gctf/20S_078_Mar28_18.52.26_EPA.log,4.87201,1.060000,4.74354,300.000000,0.4906111111111111,2.923203,4872.014160,2.620000,88.307083,10000.000000,8.44,0.100000,/home/viktor/Downloads/input/20S_078_Mar28_18.52.26/20S_078_Mar28_18.52.26.ctf:mrc,/home/viktor/Downloads/input/20S_078_Mar28_18.52.26/20S_078_Mar28_18.52.26.mrc,gctf/20S_078_Mar28_18.52.26_gctf.log,4743.544434,motioncor/20S_078_Mar28_18.52.26_DW.mrc,4.8077749999999995,0.12847000000000008
20S_077_Mar28_18.50.24,2017-12-15 17:18:39.163704,0.026902,9.801384,3.033436,motioncor/20S_077_Mar28_18.50.24.mrc,gctf/20S_077_Mar28_18.50.24.ctf,motioncor/20S_077_Mar28_18.50.24_DriftCorr.log,gctf/20S_077_Mar28_18.50.24_EPA.log,4.70332,1.060000,4.57702,300.000000,0.40961111111111115,3.175351,4703.320312,2.620000,73.731964,10000.000000,9.8,0.100000,/home/viktor/Downloads/input/20S_077_Mar28_18.50.24/20S_077_Mar28_18.50.24.ctf:mrc,/home/viktor/Downloads/input/20S_077_Mar28_18.50.24/20S_077_Mar28_18.50.24.mrc,gctf/20S_077_Mar28_18.50.24_gctf.log,4577.023438,motioncor/20S_077_Mar28_18.50.24_DW.mrc,4.64017,0.12629999999999963
20S_076_Mar28_18.48.22,2017-12-15 17:19:09.641689,0.034595,8.617489,2.744081,motioncor/20S_076_Mar28_18.48.22.mrc,gctf/20S_076_Mar28_18.48.22.ctf,motioncor/20S_076_Mar28_18.48.22_DriftCorr.log,gctf/20S_076_Mar28_18.48.22_EPA.log,5.15653,1.060000,4.94424,300.000000,0.4381666666666667,2.824369,5156.531738,2.620000,78.874069,10000.000000,8.62,0.100000,/home/viktor/Downloads/input/20S_076_Mar28_18.48.22/20S_076_Mar28_18.48.22.ctf:mrc,/home/viktor/Downloads/input/20S_076_Mar28_18.48.22/20S_076_Mar28_18.48.22.mrc,gctf/20S_076_Mar28_18.48.22_gctf.log,4944.235840,motioncor/20S_076_Mar28_18.48.22_DW.mrc,5.050385,0.2122900000000003
20S_075_Mar28_18.46.09,2017-12-15 17:19:40.113891,0.026592,12.484835,2.793492,motioncor/20S_075_Mar28_18.46.09.mrc,gctf/20S_075_Mar28_18.46.09.ctf,motioncor/20S_075_Mar28_18.46.09_DriftCorr.log,gctf/20S_075_Mar28_18.46.09_EPA.log,6.04762,1.060000,5.82649,300.000000,0.37616666666666665,3.065547,6047.623535,2.620000,67.705086,10000.000000,12.48,0.100000,/home/viktor/Downloads/input/20S_075_Mar28_18.46.09/20S_075_Mar28_18.46.09.ctf:mrc,/home/viktor/Downloads/input/20S_075_Mar28_18.46.09/20S_075_Mar28_18.46.09.mrc,gctf/20S_075_Mar28_18.46.09_gctf.log,5826.490723,motioncor/20S_075_Mar28_18.46.09_DW.mrc,5.937055,0.2211300000000005
20S_074_Mar28_18.44.06,2017-12-15 17:20:10.583321,0.028777,16.787964,3.018680,motioncor/20S_074_Mar28_18.44.06.mrc,gctf/20S_074_Mar28_18.44.06.ctf,motioncor/20S_074_Mar28_18.44.06_DriftCorr.log,gctf/20S_074_Mar28_18.44.06_EPA.log,6.07919,1.060000,5.83772,300.000000,0.38055555555555554,3.156889,6079.189941,2.620000,68.496368,10000.000000,16.79,0.100000,/home/viktor/Downloads/input/20S_074_Mar28_18.44.06/20S_074_Mar28_18.44.06.ctf:mrc,/home/viktor/Downloads/input/20S_074_Mar28_18.44.06/20S_074_Mar28_18.44.06.mrc,gctf/20S_074_Mar28_18.44.06_gctf.log,5837.715332,motioncor/20S_074_Mar28_18.44.06_DW.mrc,5.958455,0.24146999999999963
20S_073_Mar28_18.42.04,2017-12-15 17:20:41.098006,0.049186,11.653568,2.826207,motioncor/20S_073_Mar28_18.42.04.mrc,gctf/20S_073_Mar28_18.42.04.ctf,motioncor/20S_073_Mar28_18.42.04_DriftCorr.log,gctf/20S_073_Mar28_18.42.04_EPA.log,5.9241,1.060000,5.70172,300.000000,0.3466111111111111,3.258725,5924.104004,2.620000,62.394798,10000.000000,11.65,0.100000,/home/viktor/Downloads/input/20S_073_Mar28_18.42.04/20S_073_Mar28_18.42.04.ctf:mrc,/home/viktor/Downloads/input/20S_073_Mar28_18.42.04/20S_073_Mar28_18.42.04.mrc,gctf/20S_073_Mar28_18.42.04_gctf.log,5701.718262,motioncor/20S_073_Mar28_18.42.04_DW.mrc,5.81291,0.22238000000000024
20S_072_Mar28_18.40.02,2017-12-15 17:21:11.668145,0.045274,12.146029,2.775642,motioncor/20S_072_Mar28_18.40.02.mrc,gctf/20S_072_Mar28_18.40.02.ctf,motioncor/20S_072_Mar28_18.40.02_DriftCorr.log,gctf/20S_072_Mar28_18.40.02_EPA.log,5.75069,1.060000,5.5661499999999995,300.000000,0.3076666666666667,3.044064,5750.694824,2.620000,55.382290,10000.000000,12.15,0.100000,/home/viktor/Downloads/input/20S_072_Mar28_18.40.02/20S_072_Mar28_18.40.02.ctf:mrc,/home/viktor/Downloads/input/20S_072_Mar28_18.40.02/20S_072_Mar28_18.40.02.mrc,gctf/20S_072_Mar28_18.40.02_gctf.log,5566.146973,motioncor/20S_072_Mar28_18.40.02_DW.mrc,5.6584200000000004,0.18454000000000015
20S_071_Mar28_18.18.02,2017-12-15 17:21:42.137924,0.037171,88.434830,2.732000,motioncor/20S_071_Mar28_18.18.02.mrc,gctf/20S_071_Mar28_18.18.02.ctf,motioncor/20S_071_Mar28_18.18.02_DriftCorr.log,gctf/20S_071_Mar28_18.18.02_EPA.log,5.04556,1.060000,5.16258,300.000000,0.11677777777777777,3.129596,5045.558105,2.620000,21.019489,10000.000000,88.43,0.100000,/home/viktor/Downloads/input/20S_071_Mar28_18.18.02/20S_071_Mar28_18.18.02.ctf:mrc,/home/viktor/Downloads/input/20S_071_Mar28_18.18.02/20S_071_Mar28_18.18.02.mrc,gctf/20S_071_Mar28_18.18.02_gctf.log,5162.576660,motioncor/20S_071_Mar28_18.18.02_DW.mrc,5.10407,-0.11702000000000012
